"idProposicao";"uriProposicao";"idDeputadoAutor";"uriAutor";"codTipoAutor";"tipoAutor";"nomeAutor";"siglaPartidoAutor";"uriPartidoAutor";"siglaUFAutor";"ordemAssinatura";"proponente"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"206018";"https://dadosabertos.camara.leg.br/api/v2/deputados/206018";"10000";"Deputado";"Célia Xakriabá";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"MG";"15";"0"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"220668";"https://dadosabertos.camara.leg.br/api/v2/deputados/220668";"10000";"Deputado";"Maria Arraes";"SOLIDARI";"";"PE";"21";"1"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"73801";"https://dadosabertos.camara.leg.br/api/v2/deputados/73801";"10000";"Deputado";"Renildo Calheiros";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"PE";"18";"1"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"74848";"https://dadosabertos.camara.leg.br/api/v2/deputados/74848";"10000";"Deputado";"Jandira Feghali";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"RJ";"12";"1"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"139285";"https://dadosabertos.camara.leg.br/api/v2/deputados/139285";"10000";"Deputado";"Lídice da Mata";"PSB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36832";"BA";"11";"1"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"74784";"https://dadosabertos.camara.leg.br/api/v2/deputados/74784";"10000";"Deputado";"Luiza Erundina";"PSOL";"https://dadosabertos.camara.leg.br/api/v2/partidos/36839";"SP";"8";"0"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"74398";"https://dadosabertos.camara.leg.br/api/v2/deputados/74398";"10000";"Deputado";"Maria do Rosário";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"RS";"6";"1"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"74161";"https://dadosabertos.camara.leg.br/api/v2/deputados/74161";"10000";"Deputado";"Reginaldo Lopes";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG";"2";"1"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"74057";"https://dadosabertos.camara.leg.br/api/v2/deputados/74057";"10000";"Deputado";"Alice Portugal";"PCdoB";"https://dadosabertos.camara.leg.br/api/v2/partidos/36779";"BA";"1";"1"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"160569";"https://dadosabertos.camara.leg.br/api/v2/deputados/160569";"10000";"Deputado";"Waldenor Pereira";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"BA";"13";"0"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"160553";"https://dadosabertos.camara.leg.br/api/v2/deputados/160553";"10000";"Deputado";"Antonio Brito";"PSD";"https://dadosabertos.camara.leg.br/api/v2/partidos/36834";"BA";"14";"0"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"160518";"https://dadosabertos.camara.leg.br/api/v2/deputados/160518";"10000";"Deputado";"Weliton Prado";"PROS";"https://dadosabertos.camara.leg.br/api/v2/partidos/36763";"MG";"5";"1"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"160592";"https://dadosabertos.camara.leg.br/api/v2/deputados/160592";"10000";"Deputado";"Zeca Dirceu";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"PR";"24";"0"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"160604";"https://dadosabertos.camara.leg.br/api/v2/deputados/160604";"10000";"Deputado";"Pedro Uczai";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"SC";"16";"1"
"2347271";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2347271";"204480";"https://dadosabertos.camara.leg.br/api/v2/deputados/204480";"10000";"Deputado";"Rogério Correia";"PT";"https://dadosabertos.camara.leg.br/api/v2/partidos/36844";"MG";"23";"0"
